City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,rantepao,-2.9701,119.8978,25.56,82,90,1.23,ID,1708924809
363,qarah bagh,34.9402,61.7759,-6.44,95,100,8.72,AF,1708924810
364,ariquemes,-9.9133,-63.0408,22.45,99,85,0.92,BR,1708924511
365,koster,-25.863,26.8976,19.5,52,0,2.53,ZA,1708924811
366,kita,13.0349,-9.4895,22.6,11,9,1.63,ML,1708924811
367,hamilton,39.1834,-84.5333,10.35,61,0,3.6,US,1708924746
368,kudymkar,59.0173,54.656,-5.6,87,100,4.21,RU,1708924560
369,pangkalanbuun,-2.6833,111.6167,30.57,67,88,1.88,ID,1708924605
370,mabaruma,8.2,-59.7833,23.12,90,28,1.04,GY,1708924814
371,ambalangoda,6.2355,80.0538,29.68,66,78,2.48,LK,1708924815
372,san jose del cabo,23.0589,-109.6977,23.19,73,0,3.09,MX,1708924757
373,djougou,9.7085,1.666,25.87,36,40,1.87,BJ,1708924816
374,kingston,17.997,-76.7936,22.31,97,25,1.57,JM,1708924682
375,gorontalo,0.5412,123.0595,33.72,46,99,1.4,ID,1708924817
376,narvik,68.4384,17.4272,2.67,96,97,3.12,NO,1708924818
377,jeddah,21.5169,39.2192,21.92,68,0,3.09,SA,1708924818
378,kamenka,51.3223,42.7678,-9.75,86,99,5.4,RU,1708924819
379,nikolayevsk-on-amure,53.1406,140.73,-10.72,70,59,0.97,RU,1708924304
380,malanje,-9.5402,16.341,17.66,99,100,1.02,AO,1708924820
381,tiquipaya,-17.3382,-66.2189,14.43,70,99,0.45,BO,1708924820
382,masuguru,-11.3667,38.4167,23.39,98,100,1.76,TZ,1708924821
383,buala,-8.145,159.5921,28.84,78,100,0.68,SB,1708924822
384,san buenaventura,27.0833,-101.5333,27.26,38,1,1.18,MX,1708924822
385,rodolfo sanchez taboada,31.7167,-116.5667,14.5,79,100,0.89,MX,1708924823
386,bandon,51.7469,-8.7425,2.77,88,10,8.14,IE,1708924824
387,labrador city,52.9463,-66.9114,-14.34,85,98,3.44,CA,1708924825
388,coari,-4.085,-63.1414,23.81,99,100,1.48,BR,1708924825
389,coxim,-18.5067,-54.76,25.79,63,67,1.32,BR,1708924826
390,khandyga,62.6667,135.6,-25.81,89,68,0.27,RU,1708924375
391,maxixe,-23.8597,35.3472,26.79,82,4,3.06,MZ,1708924827
392,puerto armuelles,8.2833,-82.8667,26.72,59,35,0.45,PA,1708924828
393,serchhip,23.3,92.8333,25.97,34,0,1.19,IN,1708924829
394,junin,-34.5838,-60.9433,18.42,97,100,3.99,AR,1708924829
395,corner brook,48.9667,-57.9484,-13.54,97,57,1.83,CA,1708924830
396,mpika,-11.8343,31.4529,17.31,98,100,1.88,ZM,1708924831
397,port macquarie,-31.4333,152.9167,29.94,65,1,4.52,AU,1708924831
398,denison,33.7557,-96.5367,18.86,76,0,0.89,US,1708924832
399,paita,-5.0892,-81.1144,25.49,77,98,2.13,PE,1708924833
400,daura,11.5538,11.4085,21.58,17,54,3.0,NG,1708924833
401,vadso,70.0744,29.7487,2.49,80,75,8.23,NO,1708924708
402,kokshetau,53.2775,69.3883,-5.82,86,75,5.0,KZ,1708924834
403,lukolela,-1.0605,17.1821,23.07,89,100,1.52,CD,1708924835
404,gornopravdinsk,60.05,69.9,-1.38,96,98,2.46,RU,1708924836
405,ndele,8.4109,20.6473,24.98,35,82,0.52,CF,1708924836
406,kolonia,50.9333,6.95,6.65,84,100,3.6,DE,1708924808
407,tashtyp,52.7939,89.8983,-8.04,84,100,1.19,RU,1708924837
408,kosterevo,55.9299,39.6144,-5.28,88,100,4.71,RU,1708924838
409,beloyarskiy,63.7119,66.6722,-1.11,97,100,3.58,RU,1708924838
410,novi grad,45.0458,16.3803,5.55,92,78,0.93,BA,1708924839
411,coahuayana de hidalgo,18.7,-103.6583,22.42,92,63,1.02,MX,1708924840
412,bamboo flat,11.7,92.7167,32.05,62,5,4.63,IN,1708924840
413,kruisfontein,-34.0033,24.7314,15.49,76,98,3.15,ZA,1708924767
414,kirakira,-10.4544,161.9205,28.54,82,100,2.5,SB,1708924841
415,iwon-up,40.3231,128.6553,2.1,72,68,3.05,KP,1708924842
416,harper,4.375,-7.7169,26.58,90,67,2.38,LR,1708924842
417,okha,53.5739,142.9478,-15.84,81,13,2.5,RU,1708924843
418,geraldton,-28.7667,114.6,32.23,51,0,6.69,AU,1708924843
419,galesong,-5.3166,119.3661,31.01,91,98,6.43,ID,1708924844
420,northam,51.0333,-4.2167,5.9,77,100,11.94,GB,1708924844
421,dryden,49.7833,-92.7503,-9.95,92,16,1.17,CA,1708924675
422,viedma,-40.8135,-62.9967,19.71,75,99,6.75,AR,1708924845
423,rabaul,-4.1967,152.1721,28.48,75,98,5.55,PG,1708924845
424,klimavichy,53.6135,31.9385,0.78,74,100,7.14,BY,1708924846
425,corte,42.25,9.25,9.96,97,100,1.25,FR,1708924846
426,siguiri,11.6667,-9.5,23.67,15,5,1.29,GN,1708924614
427,mejit,10.2753,170.8646,26.84,81,57,7.52,MH,1708924284
428,galvez,-32.0293,-61.221,21.36,87,95,3.94,AR,1708924848
429,smara,26.7384,-11.6719,14.22,81,1,3.84,EH,1708924848
430,chambersburg,39.9376,-77.6611,4.38,76,96,0.45,US,1708924627
431,oranjemund,-28.55,16.4333,14.82,83,0,5.38,NA,1708924849
432,topki,55.2769,85.6163,-14.11,88,97,2.03,RU,1708924849
433,faro,37.0194,-7.9322,12.88,94,40,4.12,PT,1708924850
434,nili,33.7218,66.1302,-0.2,96,100,2.61,AF,1708924850
435,taulaga,-11.0553,-171.0883,29.08,69,100,5.2,AS,1708924836
436,batarasa,8.6617,117.6222,29.97,59,99,6.13,PH,1708924851
437,brokopondo,4.75,-55.1667,24.29,79,84,3.61,SR,1708924420
438,wotho,10.1657,166.0102,26.98,82,63,6.66,MH,1708924852
439,minas novas,-17.2186,-42.5903,18.16,95,9,0.98,BR,1708924853
440,tsiombe,-25.3,45.4833,27.58,69,8,3.4,MG,1708924691
441,long beach,33.767,-118.1892,15.1,89,40,2.06,US,1708924591
442,raja,8.4596,25.678,24.38,34,94,1.43,SS,1708924854
443,jand,33.4299,72.0193,16.3,32,100,1.46,PK,1708924855
444,mikun',62.3547,50.0771,-0.13,96,100,3.02,RU,1708924855
445,binzhou,37.3667,118.0167,3.98,35,99,4.68,CN,1708924428
446,revelstoke,50.9832,-118.2023,3.01,75,100,7.2,CA,1708924631
447,naze,28.3667,129.4833,15.61,62,82,7.27,JP,1708924324
448,hinte,53.4167,7.1833,4.46,92,96,4.12,DE,1708924857
449,pecos,31.4229,-103.4932,23.5,22,0,4.63,US,1708924857
450,muravlenko,63.7898,74.523,-11.43,94,92,8.54,RU,1708924689
451,usinsk,65.9939,57.5281,0.04,97,100,8.49,RU,1708924858
452,del rio,29.3627,-100.8968,24.06,33,0,3.09,US,1708924859
453,guichon,-32.35,-57.2,21.71,76,99,6.37,UY,1708924859
454,zouerate,22.7187,-12.4521,18.76,23,0,2.09,MR,1708924860
455,keminmaa,65.8596,24.8228,0.87,93,100,9.26,FI,1708924860
456,katsuura,35.1333,140.3,12.01,48,66,8.21,JP,1708924749
457,belyy yar,53.6039,91.3903,-15.06,66,40,1.0,RU,1708924861
458,chui,-33.6971,-53.4616,21.11,77,100,4.29,UY,1708924861
459,vila franca do campo,37.7167,-25.4333,18.27,99,76,5.99,PT,1708924752
460,stephenville,32.2207,-98.2023,19.44,32,0,1.54,US,1708924779
461,fosses-la-ville,50.3952,4.6962,6.54,93,75,6.17,BE,1708924863
462,ouarzazat,30.9189,-6.8934,9.16,31,0,1.03,MA,1708924863
463,bokakhat,26.6333,93.6,23.85,37,19,3.04,IN,1708924864
464,porto velho,-8.7619,-63.9039,25.03,94,75,1.03,BR,1708924864
465,saint croix,17.7397,-64.7388,23.86,90,3,0.45,VI,1708924651
466,basco,20.4487,121.9702,22.69,80,98,9.46,PH,1708924719
467,ponta delgada,37.7333,-25.6667,18.44,88,75,9.26,PT,1708924866
468,markovo,57.3206,107.0881,-15.15,81,100,1.0,RU,1708924282
469,salinas,36.6777,-121.6555,12.05,88,20,2.06,US,1708924867
470,salym,60.0625,71.4789,-4.01,94,99,2.22,RU,1708924867
471,mersing,2.4312,103.8405,30.95,74,40,6.17,MY,1708924591
472,barreirinhas,-2.7469,-42.8264,24.33,93,100,1.28,BR,1708924869
473,la marina de port,41.3603,2.1376,14.62,74,20,2.57,ES,1708924869
474,arkhangel'sk,64.5401,40.5433,2.06,86,75,3.0,RU,1708924648
475,paphos,34.7667,32.4167,9.88,71,75,2.57,CY,1708924870
476,cooper's town,26.8667,-77.5167,20.42,48,0,2.45,BS,1708924871
477,amungan,15.3652,119.9582,30.6,54,9,3.21,PH,1708924477
478,tshikapa,-6.4167,20.8,21.14,97,100,1.05,CD,1708924872
479,van buren,35.4368,-94.3483,15.18,70,0,0.0,US,1708924872
480,tutoia,-2.7619,-42.2744,25.32,86,100,2.01,BR,1708924839
481,lom,43.8139,23.2361,8.22,85,93,0.95,BG,1708924873
482,antsiranana,-12.2787,49.2917,27.18,79,99,2.64,MG,1708924291
483,acapulco de juarez,16.8634,-99.8901,25.9,78,40,2.06,MX,1708924874
484,reggane,26.7158,0.1714,14.01,21,0,3.94,DZ,1708924875
485,rio grande,-32.035,-52.0986,23.3,72,100,7.89,BR,1708924875
486,torshavn,62.0097,-6.7716,-2.34,57,33,2.55,FO,1708924876
487,shimanovsk,52.0,127.7,-10.03,62,11,3.5,RU,1708924876
488,yulinshi,38.2906,109.7494,-0.06,74,100,7.12,CN,1708924877
489,carora,10.1755,-70.0827,23.55,77,26,3.6,VE,1708924877
490,wickenburg,33.9686,-112.7296,16.76,35,100,0.92,US,1708924639
491,martapura,-3.4167,114.85,32.05,62,40,2.57,ID,1708924878
492,yermakovskoye,53.2831,92.4003,-11.32,89,100,0.5,RU,1708924879
493,togur,58.3631,82.8265,-14.92,91,99,2.24,RU,1708924880
494,laguna,38.421,-121.4238,14.69,79,0,3.6,US,1708924784
495,papao,-17.75,-149.55,27.82,79,61,4.66,PF,1708924881
496,kailua-kona,19.6406,-155.9956,23.98,83,75,2.57,US,1708924882
497,tutong,4.8,114.65,31.05,71,62,2.65,BN,1708924883
498,ballina,-28.8667,153.5667,32.1,71,1,4.45,AU,1708924883
499,acarau,-2.8856,-40.12,25.99,86,100,2.41,BR,1708924884
500,port moresby,-9.4431,147.1797,30.32,64,25,3.52,PG,1708924510
501,zaozersk,69.4005,32.4476,1.4,89,100,10.21,RU,1708924885
502,neiafu,-18.65,-173.9833,30.38,79,75,2.57,TO,1708924885
503,nur-sultan,51.1801,71.446,-12.03,85,100,5.0,KZ,1708924886
504,forio,40.7342,13.8646,11.4,71,20,1.41,IT,1708924886
505,bemidji,47.4736,-94.8803,-3.38,85,0,0.0,US,1708924887
506,awjilah,29.1081,21.2869,11.59,68,49,3.62,LY,1708924887
507,upata,8.0086,-62.3989,24.55,90,68,2.13,VE,1708924888
508,vinces,-1.55,-79.7333,23.05,99,100,0.96,EC,1708924888
509,ashburton,-37.8626,145.0794,22.69,49,91,1.34,AU,1708924889
510,kapa'a,22.0752,-159.319,24.99,70,75,8.23,US,1708924758
511,cidade velha,14.9167,-23.6167,21.26,73,20,5.66,CV,1708924890
512,lac-brome,45.2168,-72.5158,0.66,62,100,2.57,CA,1708924890
513,tanjung pandan,-2.75,107.65,30.53,65,100,4.41,ID,1708924891
514,bonthe,7.5264,-12.505,23.84,89,6,0.97,SL,1708924891
515,ujae,8.9322,165.7642,27.56,82,25,6.92,MH,1708924892
516,chonchi,-42.6128,-73.8092,10.56,91,2,0.65,CL,1708924838
517,munxar,36.0307,14.2348,11.95,61,60,10.08,MT,1708924893
518,manmad,20.25,74.45,27.02,29,97,4.42,IN,1708924894
519,yuci,37.6803,112.7319,1.86,41,0,5.0,CN,1708924894
520,xinzhou,38.4092,112.7333,1.08,65,100,0.9,CN,1708924895
521,mermoz boabab,14.7065,-17.4758,19.31,83,0,7.55,SN,1708924895
522,val-d'or,48.1002,-77.7828,-1.81,95,100,4.91,CA,1708924889
523,aral,40.5156,81.2636,1.74,43,87,1.8,CN,1708924896
524,antonio enes,-16.2325,39.9086,26.71,86,100,1.71,MZ,1708924896
525,cambridge,43.3601,-80.3127,4.38,81,85,0.89,CA,1708924668
526,fruitland,38.3221,-75.6202,4.38,85,0,2.57,US,1708924897
527,mirnyy,62.5353,113.9611,-18.21,90,100,1.57,RU,1708924832
528,mwene-ditu,-7.0,23.45,18.97,98,100,1.58,CD,1708924898
529,chifeng,42.2683,118.9636,-2.98,21,39,2.58,CN,1708924793
530,kapuskasing,49.4169,-82.4331,-14.95,72,40,3.09,CA,1708924399
531,kayangel,8.0823,134.7173,27.06,83,83,6.72,PW,1708924754
532,yuktae-dong,40.0247,128.1597,1.57,81,87,3.35,KP,1708924900
533,lubao,14.9167,120.55,33.04,37,13,8.78,PH,1708924900
534,saint-paul,-21.0096,55.2707,30.06,73,78,1.71,RE,1708924901
535,blair,41.5444,-96.125,9.35,56,0,2.57,US,1708924842
536,sonegaon,20.65,78.6833,29.8,47,25,4.45,IN,1708924902
537,sinop,41.7711,34.8709,4.24,69,100,3.46,TR,1708924902
538,maun,-19.9833,23.4167,27.98,36,0,3.09,BW,1708924903
539,grande prairie,55.1667,-118.8027,-14.9,85,100,6.17,CA,1708924811
540,praia da vitoria,38.7333,-27.0667,15.14,82,75,7.37,PT,1708924904
541,san onofre,9.7359,-75.5263,25.46,82,75,4.49,CO,1708924905
542,machico,32.7,-16.7667,17.35,82,20,2.57,PT,1708924905
543,auburn,47.3073,-122.2284,6.99,82,100,5.81,US,1708924905
544,samalut,28.3121,30.7101,14.86,43,0,2.06,EG,1708924906
545,itaituba,-4.2761,-55.9836,23.36,100,100,1.32,BR,1708924907
546,changzhi,35.2089,111.7386,5.51,53,100,6.42,CN,1708924907
547,yakeshi,49.2833,120.7333,-15.47,76,87,1.34,CN,1708924908
548,kununurra,-15.7667,128.7333,35.99,46,40,4.63,AU,1708924909
549,yuzhno-kurilsk,44.0306,145.8556,-3.68,85,100,4.44,RU,1708924835
550,isangel,-19.55,169.2667,30.06,79,75,2.06,VU,1708924909
551,nemuro,43.3236,145.575,-1.14,78,100,6.7,JP,1708924701
552,sarmanovo,55.2553,52.5891,-12.62,79,95,3.58,RU,1708924910
553,prachuap khiri khan,12.2167,99.75,32.94,41,5,4.44,TH,1708924911
554,cidreira,-30.1811,-50.2056,23.74,80,100,7.02,BR,1708924911
555,jayapura,-2.5333,140.7,33.66,79,100,0.49,ID,1708924912
556,waingapu,-9.6567,120.2641,30.83,67,60,1.59,ID,1708924912
557,la'ie,21.6477,-157.9253,21.98,71,24,1.79,US,1708924321
558,colonia,50.9333,6.95,6.65,84,100,3.6,DE,1708924913
559,hunchun,42.8675,130.3581,-0.09,23,8,5.69,CN,1708924914
560,yerofey pavlovich,53.9667,121.9667,-12.35,55,41,1.65,RU,1708924914
561,soio,-6.1349,12.3689,25.36,85,100,2.11,AO,1708924914
562,greymouth,-42.4667,171.2,15.54,66,71,2.8,NZ,1708924611
563,la estancia,20.4167,-100.0667,14.68,40,1,1.82,MX,1708924915
564,masterton,-40.9597,175.6575,19.38,43,100,2.86,NZ,1708924916
565,timbuktu,16.7735,-3.0074,22.19,10,10,4.12,ML,1708924916
566,weno,7.4515,151.8468,27.48,81,93,6.14,FM,1708924383
567,fale old settlement,-9.3852,-171.2468,29.42,72,66,5.71,TK,1708924917
568,dubti,11.7361,41.0853,25.71,59,61,4.48,ET,1708924917
569,sandakan,5.8402,118.1179,29.82,70,40,4.12,MY,1708924918
570,palmas,-10.2128,-48.3603,24.93,88,0,1.03,BR,1708924918
571,nouadhibou,20.931,-17.0347,17.34,85,0,8.03,MR,1708924603
572,glace bay,46.1969,-59.957,-9.01,71,2,1.26,CA,1708924919
573,tibanbang,6.6315,126.1055,28.26,67,25,3.41,PH,1708924920
574,san mariano,7.5,126.0,29.41,61,49,4.2,PH,1708924920
575,deba,10.2086,11.3859,23.79,27,90,2.2,NG,1708924920
576,lucapa,-8.4192,20.7447,18.49,98,100,1.25,AO,1708924921
577,taltal,-25.4,-70.4833,20.25,81,66,1.37,CL,1708924921
578,shihezi,44.3,86.0333,-10.33,88,99,1.56,CN,1708924922
579,priargunsk,50.3691,119.1012,-19.72,93,98,2.05,RU,1708924922
580,mananjary,-21.2167,48.3333,25.12,92,99,2.83,MG,1708924812
581,pierre,44.3683,-100.351,4.6,78,0,7.6,US,1708924801
582,panji,-7.7253,114.0995,30.81,67,100,2.83,ID,1708924924
583,kiama,-34.6833,150.8667,26.32,76,91,0.45,AU,1708924924
584,pullman,46.7313,-117.1796,8.13,86,100,11.18,US,1708924694
585,katsuren-haebaru,26.3369,127.8719,19.43,75,100,3.09,JP,1708924925
586,north bay,46.3168,-79.4663,0.53,88,100,5.57,CA,1708924748
587,comodoro rivadavia,-45.8667,-67.5,15.92,72,0,3.09,AR,1708924926
588,soe,-9.8607,124.284,27.32,62,73,3.02,ID,1708924927
589,idri,27.5,13.2667,7.83,32,0,2.98,LY,1708924927
